order,suborder,family,genus,species,Bmin,Bmax,Bmid,Brange,B500,B750,B1000,B1250,B1500,B1750,B2000,B2250,B2500,B2750,B3000,B3250,B3500,Body_Length,Body_Mass,Verts,Inverts,Nectar,Seed,Fruit,Pursuit,Glean,Pounce,Digging,Scavenging,Follow_Ants,Flower_Pierce,Probing,Water,Ground,Vegetation,Dead_Leaf,Air,spp_phylo,Beak.Length_Culmen,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Tail.Length
Passeriformes,Passeri,Turdidae,Turdus ,Turdus_ignobilis,250,1500,875,1250,1,1,1,1,1,1,0,0,0,0,0,0,0,22.8,55,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,Turdus_ignobilis,21.6,6.1,6.6,33.8,110.4,23.4,87.7
Passeriformes,Passeri,Turdidae,Turdus ,Turdus_lawrencii,250,450,350,200,1,0,0,0,0,0,0,0,0,0,0,0,0,22.3,73,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Turdus_lawrencii,21.2,5.4,6.2,26.6,114.2,32.7,76.5
Passeriformes,Passeri,Turdidae,Turdus ,Turdus_leucops,850,2600,1725,1750,0,0,1,1,1,1,1,1,1,1,0,0,0,19.5,66,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,Turdus_leucops,23.7,5.3,6.2,27.1,117.1,29.9,87.2
Passeriformes,Passeri,Turdidae,Turdus ,Turdus_serranus,1400,3200,2300,1800,0,0,0,0,1,1,1,1,1,1,1,1,0,24,80,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Turdus_serranus,26.9,6,6.7,34.4,124.7,23.1,112.3
Passeriformes,Tyranni,Tyrannidae,Agriornis ,Agriornis_montanus,3350,3500,3425,150,0,0,0,0,0,0,0,0,0,0,0,0,1,23.5,63.3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Agriornis_montanus,30.4,5.8,5.7,33.1,131.3,33,98.2
Passeriformes,Tyranni,Tyrannidae,Anairetes ,Anairetes_parulus,2500,3450,2975,950,0,0,0,0,0,0,0,0,0,1,1,1,1,9.5,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Anairetes_parulus,11.7,2.4,2.1,18.5,49.1,7,51
Passeriformes,Tyranni,Tyrannidae,Attila ,Attila_bolivianus,250,450,350,200,1,0,0,0,0,0,0,0,0,0,0,0,0,20.5,42.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Attila_bolivianus,25.6,7.8,6.7,24.7,94.6,16.6,78.2
Passeriformes,Tyranni,Tyrannidae,Attila ,Attila_spadiceus,250,1250,750,1000,1,1,1,1,1,0,0,0,0,0,0,0,0,19.3,37.7,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Attila_spadiceus,22.3,7.3,6.5,24.9,85.6,12.3,67.8
Passeriformes,Tyranni,Tyrannidae,Camptostoma ,Camptostoma_obsoletum,250,500,375,250,1,1,0,0,0,0,0,0,0,0,0,0,0,10,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Camptostoma_obsoletum,9.8,3.2,3.1,13.9,52.3,8.7,40.9
Passeriformes,Tyranni,Tyrannidae,Capsiempis ,Capsiempis_flaveola,250,1050,650,800,1,1,1,1,0,0,0,0,0,0,0,0,0,11.5,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Capsiempis_flaveola,10.8,4,3.1,16,49,6.1,48.5
Passeriformes,Tyranni,Tyrannidae,Cnemarchus ,Cnemarchus_erythropygius,3250,3350,3300,100,0,0,0,0,0,0,0,0,0,0,0,0,1,21.5,38.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Cnemarchus_erythropygius,22,5.3,5.3,30.3,142.7,37,102.5
Passeriformes,Tyranni,Tyrannidae,Cnemotriccus ,Cnemotriccus_fuscatus,250,500,375,250,1,1,0,0,0,0,0,0,0,0,0,0,0,14.3,11.9,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Cnemotriccus_fuscatus,13.8,5.4,4,18.3,66.7,9,62.6
Passeriformes,Tyranni,Tyrannidae,Colonia ,Colonia_colonus,300,1300,800,1000,1,1,1,1,1,0,0,0,0,0,0,0,0,22.8,16.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Colonia_colonus,12.4,5.3,3.4,15.1,80.8,15,159.7
Passeriformes,Tyranni,Tyrannidae,Conopias ,Conopias_cinchoneti,900,1950,1425,1050,0,0,1,1,1,1,1,0,0,0,0,0,0,16,25,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Conopias_cinchoneti,20,6.7,5.5,17.4,83.4,16.2,66.9
Passeriformes,Tyranni,Tyrannidae,Conopias ,Conopias_trivirgatus,250,250,250,,1,0,0,0,0,0,0,0,0,0,0,0,0,14,15.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Conopias_trivirgatus,16.6,5.8,4.8,15.1,65,12.4,51.2
Passeriformes,Tyranni,Tyrannidae,Contopus ,Contopus_fumigatus,1000,2800,1900,1800,0,0,0,1,1,1,1,1,1,1,1,0,0,16.5,18.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Contopus_fumigatus,20.2,7,5,15.5,92.6,25.7,80
Passeriformes,Tyranni,Tyrannidae,Corythopis ,Corythopis_torquatus,250,1050,650,800,1,1,1,1,0,0,0,0,0,0,0,0,0,13.8,16.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Corythopis_torquatus,15.9,4.3,3.6,26,66.3,11.3,52.7
Passeriformes,Tyranni,Tyrannidae,Elaenia ,Elaenia_albiceps,500,3250,1875,2750,0,1,1,1,1,1,1,1,1,1,1,1,1,18,15.7,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Elaenia_albiceps,13.4,3.6,3.5,18.8,74.5,15.3,70.4
Passeriformes,Tyranni,Tyrannidae,Elaenia ,Elaenia_chiriquensis,500,600,550,100,0,1,0,0,0,0,0,0,0,0,0,0,0,14.8,15.5,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Elaenia_chiriquensis,12.9,4.3,4.1,16.8,72.3,14.9,62.2
Passeriformes,Tyranni,Tyrannidae,Elaenia ,Elaenia_flavogaster,450,900,675,450,1,1,1,0,0,0,0,0,0,0,0,0,0,13.5,15.5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Elaenia_flavogaster,12.7,5,4,21.4,77.4,12.7,70.6
Passeriformes,Tyranni,Tyrannidae,Elaenia ,Elaenia_gigas,250,1550,900,1300,1,1,1,1,1,1,0,0,0,0,0,0,0,16.5,25,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Elaenia_gigas,15.6,4.9,4.3,19.4,89.5,17.5,74.1
Passeriformes,Tyranni,Tyrannidae,Elaenia ,Elaenia_obscura,1700,3000,2350,1300,0,0,0,0,0,1,1,1,1,1,1,1,0,16,25.5,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Elaenia_obscura,15,4,4.2,20.3,85.1,13.7,83.3
Passeriformes,Tyranni,Tyrannidae,Elaenia ,Elaenia_pallatangae,1100,3250,2175,2150,0,0,0,1,1,1,1,1,1,1,1,1,1,14.5,17,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Elaenia_pallatangae,12.7,3.5,3.1,17.5,73.8,15.6,68.6
Passeriformes,Tyranni,Tyrannidae,Hemitriccus ,Hemitriccus_flammulatus,250,850,550,600,1,1,1,0,0,0,0,0,0,0,0,0,0,11,10.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Hemitriccus_flammulatus,14.3,4.5,3,17.7,51.1,7.4,41.4
Passeriformes,Tyranni,Tyrannidae,Hemitriccus ,Hemitriccus_granadensis,2600,3000,2800,400,0,0,0,0,0,0,0,0,0,1,1,1,0,10.5,7.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Hemitriccus_granadensis,13.8,3.3,2.9,16.6,45.2,3.9,42.1
Passeriformes,Tyranni,Tyrannidae,Hemitriccus ,Hemitriccus_griseipectus,250,850,550,600,1,1,1,0,0,0,0,0,0,0,0,0,0,11,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Hemitriccus_griseipectus,12.8,4.1,3.3,14.8,47.5,5.4,41.6
Passeriformes,Tyranni,Tyrannidae,Hemitriccus ,Hemitriccus_iohannis,250,800,525,550,1,1,1,0,0,0,0,0,0,0,0,0,0,11,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Hemitriccus_iohannis,13.6,4.6,3.5,17.8,51,6.7,39.8
Passeriformes,Tyranni,Tyrannidae,Hemitriccus ,Hemitriccus_rufigularis,750,1100,925,350,0,0,1,1,0,0,0,0,0,0,0,0,0,12,8.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Hemitriccus_rufigularis,14.9,4.2,3.1,17.4,53,7,45.8
Passeriformes,Tyranni,Tyrannidae,Hirundinea ,Hirundinea_ferruginea,500,1200,850,700,0,1,1,1,0,0,0,0,0,0,0,0,0,17,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Hirundinea_ferruginea,20.9,8.2,5,14,108.6,34.6,75.2
Passeriformes,Tyranni,Tyrannidae,Knipolegus ,Knipolegus_aterrimus,1250,3500,2375,2250,0,0,0,0,1,1,1,1,1,1,1,1,1,17,3.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Knipolegus_aterrimus,19.6,5,4.6,23.4,82.9,13.8,74.8
Passeriformes,Tyranni,Tyrannidae,Knipolegus ,Knipolegus_poecilurus,900,2200,1550,1300,0,0,1,1,1,1,1,1,0,0,0,0,0,13.1,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Knipolegus_poecilurus,14.8,4.9,3.8,17.7,76.4,16.8,64.2
Passeriformes,Tyranni,Tyrannidae,Knipolegus ,Knipolegus_signatus,1000,2700,1850,1700,0,0,0,1,1,1,1,1,1,1,0,0,0,15.5,17.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Knipolegus_signatus,18.2,6,4.2,20.1,79.3,16.6,70
Passeriformes,Tyranni,Tyrannidae,Lathrotriccus ,Lathrotriccus_euleri,250,1500,875,1250,1,1,1,1,1,1,0,0,0,0,0,0,0,13.1,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Lathrotriccus_euleri,14.4,5.3,3.8,14.5,62.2,12.6,58
Passeriformes,Tyranni,Tyrannidae,Legatus ,Legatus_leucophaius,250,1200,725,950,1,1,1,1,0,0,0,0,0,0,0,0,0,15.8,24.5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Legatus_leucophaius,13,6.3,4.6,15.1,78.5,20.1,55.2
Passeriformes,Tyranni,Tyrannidae,Leptopogon ,Leptopogon_amaurocephalus,250,1100,675,850,1,1,1,1,0,0,0,0,0,0,0,0,0,13.5,12,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Leptopogon_amaurocephalus,13.8,3.8,4,14.5,62.7,11.7,55.3
Passeriformes,Tyranni,Tyrannidae,Leptopogon ,Leptopogon_superciliaris,600,1800,1200,1200,0,1,1,1,1,1,1,0,0,0,0,0,0,13.5,12,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Leptopogon_superciliaris,14.3,4,3.9,15.7,64.6,11.7,60.1
Passeriformes,Tyranni,Tyrannidae,Leptopogon ,Leptopogon_taczanowskii,1850,2750,2300,900,0,0,0,0,0,0,1,1,1,1,1,0,0,13,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Leptopogon_taczanowskii,11.8,3.7,3.6,15.1,64.6,12,62.5
Passeriformes,Tyranni,Tyrannidae,Lophotriccus ,Lophotriccus_eulophotes,250,500,375,250,1,1,0,0,0,0,0,0,0,0,0,0,0,10,7.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Lophotriccus_eulophotes,11,3.9,2.9,14.9,46.6,8.1,38.4
Passeriformes,Tyranni,Tyrannidae,Lophotriccus ,Lophotriccus_pileatus,800,1800,1300,1000,0,0,1,1,1,1,1,0,0,0,0,0,0,9.7,7.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Lophotriccus_pileatus,13.2,3.6,2.8,15.1,48.9,7.6,39.3
Passeriformes,Tyranni,Tyrannidae,Mecocerculus ,Mecocerculus_leucophrys,1800,3500,2650,1700,0,0,0,0,0,0,1,1,1,1,1,1,1,12.5,13.2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Mecocerculus_leucophrys,15.4,3.8,3.4,20.6,64.9,10.1,67.1
Passeriformes,Tyranni,Tyrannidae,Mecocerculus ,Mecocerculus_stictopterus,2400,3350,2875,950,0,0,0,0,0,0,0,0,1,1,1,1,1,13,9.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Mecocerculus_stictopterus,12.3,2.9,2.8,18,62.4,8.9,60.2
Passeriformes,Tyranni,Tyrannidae,Megarynchus ,Megarynchus_pitangua,250,1200,725,950,1,1,1,1,0,0,0,0,0,0,0,0,0,22.8,66,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Megarynchus_pitangua,33.7,13.9,10.4,19.2,113.5,26.6,85.8
Passeriformes,Tyranni,Tyrannidae,Mionectes ,Mionectes_macconnelli,250,1200,725,950,1,1,1,1,0,0,0,0,0,0,0,0,0,13.5,13.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Mionectes_macconnelli,13.7,4.1,3.4,16,60.7,10.2,49.8
Passeriformes,Tyranni,Tyrannidae,Mionectes ,Mionectes_oleagineus,250,1350,800,1100,1,1,1,1,1,0,0,0,0,0,0,0,0,13,13,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Mionectes_oleagineus,11.8,4.2,3.4,16,60.5,10.5,48.2
Passeriformes,Tyranni,Tyrannidae,Mionectes ,Mionectes_olivaceus,250,1400,825,1150,1,1,1,1,1,0,0,0,0,0,0,0,0,13.5,12,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Mionectes_olivaceus,15.4,4.1,3.4,16.8,66.1,11.2,51.5
Passeriformes,Tyranni,Tyrannidae,Mionectes ,Mionectes_striaticollis,550,2750,1650,2200,0,1,1,1,1,1,1,1,1,1,1,0,0,13.5,15,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Mionectes_striaticollis,14.2,4.2,3.4,17.5,66.8,11.1,53.7
Passeriformes,Tyranni,Tyrannidae,Mitrephanes ,Mitrephanes_olivaceus,1550,2100,1825,550,0,0,0,0,0,1,1,1,0,0,0,0,0,13,8.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Mitrephanes_olivaceus,12.7,4.4,3,12.4,66.5,14.3,58.5
Passeriformes,Tyranni,Tyrannidae,Muscisaxicola ,Muscisaxicola_fluviatilis,250,1600,925,1350,1,1,1,1,1,1,0,0,0,0,0,0,0,13.3,14.7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Muscisaxicola_fluviatilis,16,4,3.3,19,73.5,14.4,50.6
Passeriformes,Tyranni,Tyrannidae,Myiarchus ,Myiarchus_cephalotes,1200,1900,1550,700,0,0,0,1,1,1,1,0,0,0,0,0,0,18.5,25.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Myiarchus_cephalotes,21.7,6.5,5.7,21.3,88.8,14.4,87.4
Passeriformes,Tyranni,Tyrannidae,Myiarchus ,Myiarchus_ferox,250,1100,675,850,1,1,1,1,0,0,0,0,0,0,0,0,0,18,25.4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Myiarchus_ferox,21.7,7.7,5.8,21.8,85.8,12.2,86.9
Passeriformes,Tyranni,Tyrannidae,Myiarchus ,Myiarchus_tuberculifer,250,3250,1750,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,16.5,21.6,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Myiarchus_tuberculifer,21.1,7.1,5.2,20.1,80.4,15.5,76.5
Passeriformes,Tyranni,Tyrannidae,Myiarchus ,Myiarchus_tyrannulus,250,450,350,200,1,0,0,0,0,0,0,0,0,0,0,0,0,20,29.4,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,Myiarchus_tyrannulus,23.2,8.2,6.5,21.9,92,15.4,85.7
Passeriformes,Tyranni,Tyrannidae,Myiobius ,Myiobius_barbatus,250,650,450,400,1,1,0,0,0,0,0,0,0,0,0,0,0,12.6,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Myiobius_barbatus,12.9,4.3,3.7,14.8,62.5,10.7,54.3
Passeriformes,Tyranni,Tyrannidae,Myiobius ,Myiobius_villosus,650,1350,1000,700,0,1,1,1,1,0,0,0,0,0,0,0,0,14,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Myiobius_villosus,14.8,5.1,3.3,18,68.1,11.7,63.9
Passeriformes,Tyranni,Tyrannidae,Myiodynastes ,Myiodynastes_chrysocephalus,600,2750,1675,2150,0,1,1,1,1,1,1,1,1,1,1,0,0,20,37,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Myiodynastes_chrysocephalus,26.6,11.1,7.7,18.5,106,22.6,89.1
Passeriformes,Tyranni,Tyrannidae,Myiodynastes ,Myiodynastes_maculatus,250,1500,875,1250,1,1,1,1,1,1,0,0,0,0,0,0,0,21.3,44,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Myiodynastes_maculatus,26.3,10.6,8.4,19.6,106.9,22.3,85.5
Passeriformes,Tyranni,Tyrannidae,Myiopagis ,Myiopagis_caniceps,250,550,400,300,1,1,0,0,0,0,0,0,0,0,0,0,0,12.3,10.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Myiopagis_caniceps,11.5,3.5,3.1,16.3,58.5,11.1,50.6
Passeriformes,Tyranni,Tyrannidae,Myiopagis ,Myiopagis_gaimardii,250,900,575,650,1,1,1,0,0,0,0,0,0,0,0,0,0,12.3,12.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Myiopagis_gaimardii,11.3,3.9,3.2,17.8,57.3,10.3,52.8
Passeriformes,Tyranni,Tyrannidae,Myiopagis ,Myiopagis_viridicata,250,500,375,250,1,1,0,0,0,0,0,0,0,0,0,0,0,13.5,13,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Myiopagis_viridicata,11.8,3.8,3.6,16.9,60,11.3,55.3
Passeriformes,Tyranni,Tyrannidae,Myiophobus ,Myiophobus_inornatus,1000,2150,1575,1150,0,0,0,1,1,1,1,1,0,0,0,0,0,11.8,11.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,Myiophobus_inornatus,11.9,4,3,17,62,12.2,49.9
Passeriformes,Tyranni,Tyrannidae,Myiornis ,Myiornis_ecaudatus,250,800,525,550,1,1,1,0,0,0,0,0,0,0,0,0,0,6.5,4.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Myiornis_ecaudatus,10.2,3.1,3,11.5,32,4.7,16.6
Passeriformes,Tyranni,Tyrannidae,Myiotheretes ,Myiotheretes_fumigatus,2000,3200,2600,1200,0,0,0,0,0,0,0,1,1,1,1,1,0,18.8,33.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Myiotheretes_fumigatus,23.7,7.1,5.3,23.4,110.1,23.6,84.8
Passeriformes,Tyranni,Tyrannidae,Myiotheretes ,Myiotheretes_fuscorufus,2350,3400,2875,1050,0,0,0,0,0,0,0,0,1,1,1,1,1,18.3,31.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Myiotheretes_fuscorufus,21.8,6.6,5.2,23.1,101,22.1,80.7
Passeriformes,Tyranni,Tyrannidae,Myiotheretes ,Myiotheretes_striaticollis,1300,3500,2400,2200,0,0,0,0,1,1,1,1,1,1,1,1,1,21.7,64,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Myiotheretes_striaticollis,27.4,8.2,6.9,25.3,140.1,36.2,98.8
Passeriformes,Tyranni,Tyrannidae,Myiotriccus ,Myiotriccus_ornatus,500,1500,1000,1000,0,1,1,1,1,1,0,0,0,0,0,0,0,11.4,12.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Myiotriccus_ornatus,13.1,4.8,3.4,15,61.6,11.8,47.1
Passeriformes,Tyranni,Tyrannidae,Myiozetetes ,Myiozetetes_granadensis,250,1300,775,1050,1,1,1,1,1,0,0,0,0,0,0,0,0,17,29,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Myiozetetes_granadensis,17.8,5.7,5.1,17.8,86.6,14.2,66.8
Passeriformes,Tyranni,Tyrannidae,Myiozetetes ,Myiozetetes_luteiventris,250,500,375,250,1,1,0,0,0,0,0,0,0,0,0,0,0,14.5,16.5,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Myiozetetes_luteiventris,13.3,5,4,14.8,73.6,13.3,62.6
Passeriformes,Tyranni,Tyrannidae,Myiozetetes ,Myiozetetes_similis,250,1500,875,1250,1,1,1,1,1,1,0,0,0,0,0,0,0,17.3,25.5,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,Myiozetetes_similis,17.4,5.5,4.9,19.6,87,14.5,69.1
Passeriformes,Tyranni,Tyrannidae,Neopipo ,Neopipo_cinnamomea,250,700,475,450,1,1,0,0,0,0,0,0,0,0,0,0,0,9.3,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Neopipo_cinnamomea,10.2,3,2.8,13.7,50.4,10.6,34.8
Passeriformes,Tyranni,Tyrannidae,Nephelomyias ,Myiophobus_ochraceiventris,2200,3400,2800,1200,0,0,0,0,0,0,0,1,1,1,1,1,1,12.7,10.5,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Myiophobus_ochraceiventris,13.4,4,3,18,65.8,10.7,65.4
Passeriformes,Tyranni,Tyrannidae,Nephelomyias ,Myiophobus_pulcher,1500,2600,2050,1100,0,0,0,0,0,1,1,1,1,1,0,0,0,10.3,9.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Myiophobus_pulcher,12.4,3.4,2.5,15.4,54.1,8.4,42.1
Passeriformes,Tyranni,Tyrannidae,Ochthoeca ,Ochthoeca_cinnamomeiventris,1500,2800,2150,1300,0,0,0,0,0,1,1,1,1,1,1,0,0,12.7,11.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Ochthoeca_cinnamomeiventris,13.6,5.1,3.4,18.1,63.3,10.9,54.4
Passeriformes,Tyranni,Tyrannidae,Ochthoeca ,Ochthoeca_frontalis,3200,3500,3350,300,0,0,0,0,0,0,0,0,0,0,0,1,1,12.8,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Ochthoeca_frontalis,12.1,3.5,3.3,21,65.2,9.5,57.5
Passeriformes,Tyranni,Tyrannidae,Ochthoeca ,Ochthoeca_fumicolor,3250,3500,3375,250,0,0,0,0,0,0,0,0,0,0,0,0,1,15.5,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,Ochthoeca_fumicolor,15.3,3.9,3.6,23.9,82.7,15.7,74.7
Passeriformes,Tyranni,Tyrannidae,Ochthoeca ,Ochthoeca_leucophrys,3000,3500,3250,500,0,0,0,0,0,0,0,0,0,0,0,1,1,14.7,13.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Ochthoeca_leucophrys,14.8,3.7,3.5,21.8,75.7,13.5,68.1
Passeriformes,Tyranni,Tyrannidae,Ochthoeca ,Ochthoeca_oenanthoides,3400,3500,3450,100,0,0,0,0,0,0,0,0,0,0,0,0,1,15.8,17.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Ochthoeca_oenanthoides,15.9,4,3.7,21.9,82.1,16.1,68.4
Passeriformes,Tyranni,Tyrannidae,Ochthoeca ,Ochthoeca_pulchella,2200,3250,2725,1050,0,0,0,0,0,0,0,1,1,1,1,1,1,12,12.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Ochthoeca_pulchella,14.2,4,3.4,19.7,64.6,10.8,57.5
Passeriformes,Tyranni,Tyrannidae,Ochthoeca ,Ochthoeca_rufipectoralis,2500,3450,2975,950,0,0,0,0,0,0,0,0,0,1,1,1,1,13.7,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Ochthoeca_rufipectoralis,13.7,3.5,3,19.8,66.3,13,61.5
Passeriformes,Tyranni,Tyrannidae,Ochthornis ,Ochthornis_littoralis,250,500,375,250,1,1,0,0,0,0,0,0,0,0,0,0,0,13.3,13.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,Ochthornis_littoralis,14.5,4.6,3.2,17.2,70.2,12.3,54.6
Passeriformes,Tyranni,Tyrannidae,Onychorhynchus ,Onychorhynchus_coronatus,250,500,375,250,1,1,0,0,0,0,0,0,0,0,0,0,0,16.3,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Onychorhynchus_coronatus,22.1,7.4,4.5,15.8,73.9,15.7,59.7
Passeriformes,Tyranni,Tyrannidae,Ornithion ,Ornithion_inerme,250,1000,625,750,1,1,1,1,0,0,0,0,0,0,0,0,0,8,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Ornithion_inerme,9.6,3.1,3.1,12.8,43.7,8.1,31.6
Passeriformes,Tyranni,Tyrannidae,Phaeomyias ,Phaeomyias_murina,250,500,375,250,1,1,0,0,0,0,0,0,0,0,0,0,0,12,8,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Phaeomyias_murina,11.1,4,3.2,18.7,55,8.5,51.2
Passeriformes,Tyranni,Tyrannidae,Phyllomyias ,Phyllomyias_burmeisteri,750,1600,1175,850,0,0,1,1,1,1,0,0,0,0,0,0,0,11.7,10.9,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Phyllomyias_burmeisteri,11.4,3.5,3.4,15.3,63.9,14.9,48.1
Passeriformes,Tyranni,Tyrannidae,Phyllomyias ,Phyllomyias_cinereiceps,1300,2700,2000,1400,0,0,0,0,1,1,1,1,1,1,0,0,0,11,10,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Phyllomyias_cinereiceps,10.4,2.9,2.3,14.4,62.9,14.1,46.1
Passeriformes,Tyranni,Tyrannidae,Phyllomyias ,Phyllomyias_sclateri,1900,1900,1900,,0,0,0,0,0,0,1,0,0,0,0,0,0,11.5,9.2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Phyllomyias_sclateri,10.8,3.1,3.2,17,60.1,11.7,55.7
Passeriformes,Tyranni,Tyrannidae,Phyllomyias ,Phyllomyias_uropygialis,2700,2800,2750,100,0,0,0,0,0,0,0,0,0,1,1,0,0,11,8.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Phyllomyias_uropygialis,10.8,3.1,2.9,16.8,59.9,10.4,46.6
